Name,SD1,SD2,C-1,C-2,C-N-1,C-N-2,N-1,N-2,CS1,CS2,HS1,HS2,OSMO1,OSMO2,OXI1,OXI2,PH1,PH2,UV1,UV2
argE,4370.44,6286.28,2913.56,6102.37,8067.93,7032.18,7767.65,7080.3,6030.86,6236.52,6986.85,7249.36,7201.44,6746.68,7697.69,7212.68,5316.23,2462.08,5268.59,6006.19
argF,3274.72,2924.775,4353.185,2410.635,3659.205,4799.185,3746.095,2258.975,2951.1,5004.405,5774.04,6433.455,5346.085,2446.205,4423.115,5748.225,2518.97,6219.315,2780.615,4396.62
argG,3391.26,3954.13,2389.59,3885.03,4166.98,4113.69,4888.34,4793.45,4398.2,4114.64,3395.84,3817.99,4802.2,4561.84,4367.53,4284.14,5133.7,4055.08,3937.2,4131.82
argH,4270.48,4298.28,2285.33,4555.58,4284.14,4751.67,5725.85,4396.07,4915.68,5029.32,5750.56,5219.32,4847.03,3997.73,5526.14,5621.08,3883.9,4197.01,3631.95,4011.52
argI,3251.745,3561.685,2949.895,2712.065,2590.445,3482.855,3002.01,2865.47,3362.28,4194.885,2908.83,3746.185,3584.415,2380.89,2964.475,3784.84,3014.14,5621.275,2358.19,2994.605
argK,3331.285,2395.47,3494.03,3302.795,3151.875,2561.805,2468.78,3459.84,3490.745,2636.06,2987.515,2797.29,2711.35,2979.445,2818.32,2606.09,2494.605,5433.3,3254.135,2981.12
argO,8751.075,11926.35,5321.94,10040.095,9633.74,8846.915,9519.315,10258.885,9692.595,10754.73,8522.01,7753.35,9833.46,10835.395,10677.065,10999.99,11111.13,7283.425,8604.735,9949.73
argP,4110.56,5102,6272.31,4312.06,3633.39,4468,4969.95,4638.1,5304.9,4157.84,4083.44,3784.14,5841.31,4907.68,4339.8,4084.81,4504.04,6354.14,5144.55,3607.2
argQ,3604.115,1171.9,2863.62,1504.93,1129.02,640.115,1351.115,1694.09,2704.23,501.965,507.71,809.74,944.77,1644.255,861.805,588.58,1936.015,2198.965,2633.38,760.515
argR,994.895,765.935,4428.13,1001.62,1075.08,1156.42,1065.43,1640.555,1435.925,1506.875,1624.885,1259.62,1253.53,988.93,998.625,1089.115,1096.64,2958.47,1377.42,1338.785
argS,4497.92,4116.34,3797.72,4118.69,3792.62,3314.66,3998.47,4455.68,4349.13,3241.01,3269.68,3145.75,3890.01,3909.83,3428.52,3385.52,5424.03,5108.02,5109.26,3920.93
argT,4378.76,1867.57,1353.475,2894.48,2556.9,2561.405,1972.775,3168.335,3400.19,2188.845,2098.88,1952.73,1818.435,3506.915,1956.45,1729.7,2218.815,3411.865,3570.4,2416.67
argU,5440.235,2107.9,5119.45,3313.705,1914.735,1984.855,2168,3257.975,4101.25,2608.435,2606.665,2039.91,2553.81,3097.665,2061.155,2334.02,3627.345,4141.195,5766.41,2870.56
argV,5050.63,1648.14,1665.12,2134.845,1466.585,909.485,1858.415,2619.005,4146.16,783.245,994.11,1253.075,1485.605,2408.885,1211.33,1041.295,3055.975,3615.955,3886.345,1194.245
argW,5065.76,5779.41,4328.75,5290.455,5336.585,5313.55,5433.3,5097.15,5238.38,5096.41,4597.225,4769.54,4995.415,5158.785,5189.525,4405.44,4405.685,9931.13,5104.5,5922.48
argX,2950.385,4387.505,2848.505,3514.655,3429.06,4092.575,3961.1,4142.125,4305.76,4070.62,4108.805,3641.92,4587.235,3614.61,3556.85,4368.93,3977.86,2877.625,3324.57,3641.1
argY,387.99,194.255,882.175,185.145,130.44,120.84,228.83,86.57,289.705,58.11,73.585,103.185,93.83,113.475,129.475,36.85,297.505,1176.665,484.36,145.185
argZ,3526.99,1118.415,2828.395,1404.51,1128.16,634.29,1336.02,1659.305,2754.77,519.41,629.395,781.895,881.97,1598.365,856.38,586.615,1860.125,1940.605,2578.275,829.75
ariR,2393.28,1734.07,3613.13,2013.19,2139.51,1330.4,1743.75,1717.45,2110.88,1845.32,1780.61,1670.15,1045.29,2215.42,1690.9,1332.42,2246.03,3355.76,3121.24,1788.77
arnA,6009.615,4555.505,3652.67,5057.245,5073.625,4784.87,4761.045,5343.305,5049.64,3932.48,4079.275,4235.35,4204.78,5543.33,4528.525,4191.695,4185.915,4611.535,5762.75,4544.805
arnB,9350.485,9358.165,4923.93,9239.22,9750.465,7677.175,9809.12,8578.545,8199.855,7254.88,7696.56,7473.445,8109.57,10421.905,8241.435,6280.08,7324.255,5964.22,8379.7,8990.355
arnC,13913.08,19199.76,3253.235,16356.945,16738.87,16021.345,14881.65,16999.16,13340.515,15044.08,14806.435,16263.23,16351.08,18091.065,18230.06,16868.065,13725.01,1504.745,14285.82,17019.015
arnD,5557.815,4611.355,5624.64,4488.68,4092.19,3966.13,4601.995,4373.435,4376.97,3075.545,3459.835,3662.575,4327.835,4314.31,4244.245,3479.845,3611.055,1254.25,4450.97,4316.82
arnE,6213.485,9451.055,4001.785,10055.82,10076.475,10750.21,8794.1,9669.205,5885.13,9569.945,10351.175,10465.055,9550.745,8757.425,10917.815,9016.265,6688.445,5409.56,6681.01,10663.51
arnF,4971.51,4393.45,2997.35,5271.57,5527.77,6266.1,4756,5049.61,4783.23,5960.98,5949.77,6373.62,5639.19,4803,6020.88,5469.68,4179.43,4305.25,3690.73,5615.76
arnT,5057.53,6256.78,3411.47,5221.31,5534.56,6780.01,5236.34,7016.42,5033.33,5419.37,5682.2,5424.81,5740.63,5086.94,6033.99,6235.02,4168.02,3429.25,4961.32,5518.45
aroA,4964.33,4494.83,3104.05,5263.59,5617.09,5251.475,5322.605,5248.455,4287.36,4397.43,5128.57,4494.95,4248.3,5165.035,5074.72,4599.505,5603.465,4981.965,5438.38,4645.18
aroB,3898.78,2498.58,4855.18,2677.24,2929.01,3423.57,3497.55,3061.86,4238.32,3564.98,3226.15,3911.65,2738.19,3308.54,3344.39,3331.43,5490.66,4833.17,3424.68,3283.66
aroC,4310.61,1595.7,4320.03,2557.62,1399.76,1915.95,1899.21,2311.88,3443.21,1854.5,1780.15,1724.45,1917.19,2531.62,1809.14,1728.54,1773.84,4291.49,4166.78,2654.69
aroD,4451.04,6656.49,4970.92,6042.52,4791.22,6597.47,4705.6,4590.59,3794.68,7670.54,3789.33,4491.04,5589.04,5771.76,5661.3,6125.25,5488.04,4812.11,5033.75,7112.94
aroE,9522.71,11166.86,2452.75,14273.67,17777.17,14333.28,17888.93,17126.28,12183.45,15521.26,16918.18,14261.29,14096.65,12827.35,17999.77,15589.4,11695.15,3097.4,9244.78,14352.17
aroF,6862.45,7745.12,4931.61,9576.75,10620.85,8664.1,8614.09,9095.89,7816.85,6731.39,6404.65,7646.28,8362.83,8059.29,7876.32,9272.85,6866.51,6202.26,7110.82,6353.47
aroG,3441.665,3937.01,3586.81,4001.315,3204.38,3429.26,3450.275,4611.99,3363.025,2953.975,3198.615,2742.27,2446.74,3486.4,2887.635,3190.285,3960.425,4083.905,3958.39,2889.69
aroH,3226.965,2019.78,4883.075,2985.13,2175.755,2489.355,2271.85,2779.13,2826.64,1925.615,2512.715,2202.525,2182.395,2363.375,1909.005,2023.145,2274.715,4836.56,2563,2294.795
aroK,3579.69,3945.14,4058.85,3694.54,4591.38,3551.65,3858.82,3347.14,3704.04,4559.45,4773.46,4227.53,3654.77,4376.21,3606.56,4320.55,6676.99,4654.56,4108.81,4913.04
aroL,6597.47,3364.1,3704.67,4127.98,3563.09,2155.96,4188.18,3981.9,5553.85,3131.83,3097.05,2888.14,3390.42,4265.86,2823.19,2798.75,5271.69,3774.25,5313.42,3580.46
aroM,3569.52,5478.32,1831.87,4186.34,4821.29,4643.87,4033.94,4374.46,3437.45,5833.09,5679.55,5161.69,4597.85,5459.99,4105.28,5139.68,4412.58,1227.77,4159.84,5913.24
aroP,3257.67,4521.56,3670.66,4545.43,5714.56,5600.1,5398.4,3494.89,3189.16,4701.06,4615.48,5314.93,4907.22,4873.18,5733.87,5957.15,4508.62,5213.18,3709.89,4706.6
arpA,5607.74,3529.64,6024.69,4872.7,5317.44,5181.45,3266.71,4994.86,5861.81,6157.59,5023.65,4743.6,4341.04,5507.08,4744.86,4976.68,5239.28,3633.68,6076,6082.35
arpB,4223.785,4395.305,2649.21,4108.685,4638.145,4478.47,4358.29,4006.185,4325.045,4719.29,4614.3,3763.735,3766.74,3761.33,3906.435,3896.525,4749.535,4657.205,4753.155,4851.575
arrD,4713.15,6879.31,4520.89,3917.225,5355.155,5175.805,5157.735,5242.665,4972.54,6454.065,6298.23,6991.26,5032.2,5629.585,6676.93,5579.325,5000.74,7072.74,4869.85,6359.42
arrQ,3223.295,2212.935,2183.44,3013.655,3911.325,4625.175,2382.605,2811.04,2674.945,4262.43,4088.02,3757.37,3306.255,3140.085,1680.645,4309.265,2366.88,4172.2,3507.245,4649.44
arsB,4791.43,6486.05,6003.44,5410.43,5577.405,4964.75,6210.745,5461.485,5410.255,5138.745,7392.21,6529.505,5964.545,5735.65,5302.715,6005.645,5156.895,2952.525,5498.85,6331.43
arsC,3313.31,3968.99,6837.4,3379.43,3165.65,3314.45,3201.73,4280.81,3766.96,2684.28,2994.52,3371.34,3533.51,3394.43,3126.04,2907.06,3218.69,2538.27,3984.09,2339.31
arsR,6700.25,4651.94,8972.27,4114.73,4402.98,4661.14,4750.15,3913.08,5032.64,6191.93,6791.46,6339.01,5720.48,4273.58,5689.44,6011.18,4485.65,100.68,6151.48,6541.99
artI,3626.24,4362.96,3488.01,3957.43,4716.01,3785.39,3443.56,3704.81,3200.27,3563.64,3941.83,3491.93,4177.44,4897.86,3266.88,3282.05,7358.31,4354.14,3676.61,3601.95
artJ,2514.81,3146.15,4382.1,3306.63,2739.33,2985.72,3143.27,3162.52,2656.65,2674.28,3625.65,3507.07,2882.85,2484.21,2722.88,2743.49,3351.07,3084.58,2907.18,3425.28
artM,4464.42,5765.2,6880.93,5773.72,6545.82,5832.28,5526.9,4619.43,4131.56,5145.09,5815.81,6540.62,7532.77,6639.11,6755.3,5115.14,8457.6,4902.19,5921.63,5602.18
artP,3723.43,4414.43,2873.79,5128.05,4965.58,3681.62,4082.01,5317.44,3730.01,3259.12,4096.6,4301.33,3763.57,6016.31,3916.63,4129.94,10352.77,4389.71,3696.21,3601.95
artQ,6770.03,8849.55,3488.01,8612.1,10272.18,10663.01,8100.35,8174.18,6757.15,9967.83,11088.67,9970.82,9904.62,9231.52,9712.26,9352.34,9183.13,11616.76,6183.09,11021.81
ascB,4703.08,4562.52,2352.215,4413.32,5679.22,5426.435,4587.62,5040.55,4500.42,5997.485,5660.02,5450.855,5929.37,4824.36,5734.395,5392.535,4451.875,3127.73,3830.72,4621.78
ascF,4307.49,3489.67,3565.75,3145.32,4017.44,3809.15,4775.21,3582.76,3863.91,4274.42,3318.61,3714.54,3869.73,3584.74,3402.35,4050.53,3381.08,3267.48,4968.96,3962.93
ascG,4872.845,4229.015,6065.93,4899.445,4792.57,3618.525,3348.605,4603.915,5389.63,6106.605,4473.4,4027.205,4658.53,5305.465,4291.76,6127.345,3882.905,4898.125,4286.77,4876.51
asd,4296.09,3222.15,3673.13,3047.02,3508.54,2497.83,4186.47,3000.63,4316.28,2841.78,3085.9,3177.62,3387.03,4822.77,3288.74,3329.43,4464.27,3303.91,3024.51,2988.53
aslA,5765.245,4954.565,2855.31,6107.71,5001.555,4761.575,6264.225,6664.225,6772.44,4590.505,5589.255,5247.61,4780.79,5804.52,5623.465,5408.235,4894.32,5290.04,5409.4,4380.6
aslB,4429.91,4991.57,3518.595,5195.37,5177.03,4960.01,5992.195,4760.295,4949.19,5021.82,5302.865,4696.15,4992.73,3760.19,4995.09,5516.73,4889.4,5304.755,2855.95,4093.025
asmA,4842.18,4711.01,5214.68,4532.91,3884.33,5168.48,4431.45,5605.34,4402.69,4305.88,4137.43,3867.07,4239.9,4380.19,4352.25,4000.48,3309.61,3183.38,4709.79,4407.63
asnA,2362.74,2916.29,3921.81,3289.16,3991.55,3627.92,3873.53,4070.57,2915.83,3451.59,4017.29,4794.54,3786.01,3181.73,4485.44,3600.23,2686.69,5036.1,2888.04,2786.65
asnB,4915.355,4877.995,2428.27,4396.295,4706.72,4359.03,3815.24,4819.085,4580.7,4902.185,4987.57,4253.72,4976.69,4187.97,4430.65,4058.305,4139.305,4108.67,4114.39,5594.905
asnC,4451.73,4514.25,2461.36,5825.84,4542.07,4851.73,4917.28,5653.34,6963.47,4626.95,4724.32,5346.04,3608.47,4622.34,4943.33,5113.95,6419.51,2376.35,5788.08,5092.13
asnS,4426.48,2656.38,4528.35,3637.65,2744.48,2758.775,2732.045,3723.555,3861.42,1958.7,2280.13,2061.06,2824.235,3552.695,2572.385,2213.735,5540.815,3439.9,4697.65,2771.21
asnT,2496.2,1474.62,2529.3,2664.27,3092.99,2980.39,1584.63,3470.68,2326.64,2874.69,2115.8,2210.25,2711,2227.59,2558.09,2136.37,2381.42,4188.75,2549.61,3844.55
asnU,5778.165,5380.595,1939.175,6797.345,5400.645,5304.46,4767.275,6177.15,6756.575,5231.13,5605.63,4789.505,5660.26,4914.345,4560.795,5461.77,4649.135,8431.29,5335.5,5815.02
asnV,4290.53,7756.64,5915.01,4456.91,5619.44,6625.23,7386.38,6631.33,4402.42,7192.3,7275.88,6236.88,5645.9,5261.77,5906.6,5498.88,6516.1,10933.59,4378.92,7394.51
asnW,6829.5,6827.24,3859.08,8074.6,7039.625,6718.005,7589.565,7267.015,7498.64,6230.53,6542.48,6825.39,7219.935,6378.115,6584.245,5795.105,4354.34,9198.645,6732.395,7642.31
aspA,2904.68,2512.29,3235.25,2829.99,2588.18,2339.56,2982.89,3586.92,3263.51,2863.14,2530.91,2442.73,2845.8,5283.69,2203.83,1928.78,4752.02,2671.52,2743.38,2785.83
aspC,4843.73,5117.71,4001.66,4657.8,5301.69,5256.95,6031.19,6117.19,4602.26,4419.23,4976.2,4393.31,5008.23,5380.4,4714.89,4816.15,6868.41,4436.66,5044.54,4656.69
aspS,6446.19,4925.74,2082.01,6378.14,5277.31,5234.535,4828.97,6642.105,5697.8,4933.92,4841.755,5069.34,4393.54,6638.44,5272.51,4749.045,10115.17,4529.155,6574.775,5205.405
aspT,549.135,2469.465,5572.97,720.93,876.835,852.9,2699,966.025,1398.16,1864.335,1567.09,1279.81,1817.275,760.75,1669.66,1990.64,2281.125,547.965,611.72,1213.85
aspU,408.98,741.41,3792.09,730.82,405.83,559.4,730.35,1559.62,775.71,1094.16,1245.69,668.89,592.36,1261.47,674.53,809,703.97,517.7,516.4,482.68
aspV,859.57,917.79,7474.94,999.95,549.41,302.12,534.99,1750.76,1888.64,391.69,373.8,368.84,775.99,1315.73,671.93,256.97,1498.68,2100.09,893.28,568.9
asr,1650.64,2306.075,3296.695,2173.525,2188.76,2970.07,2445.985,2154.335,1631.6,3094.78,3165.28,2813.875,2333.59,2088.435,2483.69,2848.85,1498.515,4521.365,2249.625,2303.325
astA,4935.04,6568.72,5488.04,6460.71,5742.59,6652.45,5534.56,5683.75,4047.45,4601.25,5292.89,5848.4,5010.36,6721.72,5999.56,5009.47,5250.56,3837.74,4854.52,6158.16
astB,3672.055,3529.025,2963.21,3319.54,2913.595,3466.365,3566.435,3130.16,3345.29,2546.45,3319.935,3136.64,3083.805,3420.445,2844.75,3200.855,2685.5,4145.2,3388.56,2774.595
astC,3663.85,4505.91,4883.05,3518.67,3356.49,3748.09,3353.98,3649.9,3235.12,2989.35,3717.09,3235.72,3280.95,3408.07,3273.1,3423.68,3149.47,2905.85,3296.2,3277.3
astD,4044.195,3981.24,2875.785,3526.85,3317.815,3558.705,3821.795,3288.83,3763.72,2606.175,3235.34,3335.095,3409.13,3680.15,3614.715,3232.07,2547.06,4043.13,3425.125,2977.42
astE,2797.305,2758.975,5209.82,3324.385,2687.225,3673.075,3318.13,3509.57,2599.36,2793.5,3503.245,3196.515,1849.45,3166.62,3276.03,2244.355,2199.805,1530.05,3685.575,2511.925
atoA,6011.58,4932.68,1113.03,6185.26,3752,3021.3,4537.18,5774.03,5108.47,2975.09,2817.37,2507.46,5678.72,5666.02,5418.8,3923.92,4079.99,4406.45,4463.93,2884.71
atoB,3287.47,6241.94,3920.93,5638.68,5173.68,5933.61,5705.79,6397.42,3144.33,5292.26,6395.62,5604.19,5794.64,5325.72,6405.87,5955.9,4413.55,2702.91,3655.7,5225.33
atoC,4233.16,4447.105,3726.65,5281.66,5528.255,4951.93,3870.1,3894.59,3649.305,4870.34,4580.985,5006.825,5855.97,4686.7,4076.62,5500.955,4336.175,4230.94,4072.58,4934.19
atoD,7072.65,8392.05,635.8,7940.18,7553.93,8371.03,7823.04,8161.35,7205.35,6426.83,6731.14,7473.82,8043.28,6726.16,7654.83,6554.26,6380.54,5388.62,6441.4,6483.39
atoE,6185.44,6720.45,3662.3,6185.26,5432.53,5961.46,5979.85,6128.81,6119.05,5071.34,4466.28,4205.79,6317.11,5666.02,6456.49,6467.05,5642.23,5787.78,6434.54,6290.82
atoS,6067.93,8945.32,2289.99,8726.87,8453.24,7726.74,8105.07,7661.8,7075.24,8494.12,8163.53,7792.39,8325.19,9152.57,8012.66,7124.58,7309.18,6598.93,5342.95,7309.37
atpA,3974.98,2468.53,6088.92,3120.14,2784.64,2151.71,2916.14,3926.46,4807.8,3054.3,2560.77,2405.33,2852.04,6234.86,2787.04,2748.59,5498.1,3677.37,4195.63,2576.6
atpB,4002.77,5291.745,2393.565,5592.205,5356.235,5359.24,5206.875,6253.72,5134.935,5514.92,4867.36,5030.065,6253.34,6739.23,5824.21,5553.055,8146.325,4640.865,4290.575,5161.515
atpC,1355.14,1179.9,5024.27,1368.59,1501.55,941.02,1676.46,1770.65,1535.27,957.62,1347.62,1152.49,1100.57,1338.95,1458.83,717.04,1278.31,3020.36,1719.64,1365.94
atpD,4224.66,2512.61,3529.165,3934.63,2852.535,2138.655,3998.33,3960.715,4786.42,2569.145,2671.55,2671.96,2795.855,3781.25,3130.77,2795.99,3826.065,5244.265,4080.705,2338.435
atpE,5609.17,8845.85,6421.05,7108.29,8258.2,11680.96,5907.94,7967.89,6099.95,11201.03,8861.53,10466.95,10342.41,10318.76,9325.56,12454.27,16215,8398.92,6479.54,7805.7
atpF,3365.045,3323.74,4419.19,3050.515,2879.575,1928.385,4441.98,4192.48,4247.84,2818.375,2455.99,2553.965,3789.165,7839.745,2958.47,2464.025,7312.06,3079.355,3788.44,2784.105
atpG,4213.03,2193.49,4370.94,2803.61,2840.09,2164.15,3745.43,3570.77,5197.28,2630.5,2490.56,2688.04,2070.22,4563.91,2787.04,2518.87,4037.07,3062.3,3689.61,2150.5
atpH,3948.82,1660.37,4178.02,2865.84,2085.32,1815.155,2618.705,3576.495,4537.645,2282.035,2100.95,1749.88,3002.365,7448.205,2024.37,1702.02,5209.595,3995.085,4328.82,1794.27
atpI,4446.625,6819.12,1540.11,7223.31,7577.715,6897.595,8371.255,7461.87,5506.84,7089.2,7740.615,7492.485,7766.615,7256.21,8114.745,7425.735,9175.665,4690.67,5951.56,7590.21
avtA,5658.005,5195.17,3960.915,4961.18,4615.98,4671,4634.485,5090.23,5471.105,6294.205,5043.64,5923.59,5654.14,5423.53,5841.385,4989.3,5610.84,5207.275,5777.465,6026.505
azoR,4442.235,4622.42,3605.75,4565.79,4401.475,5069.355,4832.8,4565.76,3631.985,4471.19,5502.985,4670.035,3917.13,4229.99,4192.095,3186.37,3786.305,4565.3,3929.42,5147.025
azuC,3566.09,6543.78,945.37,3149.08,3523.28,5090.48,2649.95,3898.1,2635.96,4324.27,5436.36,5249.53,3458.35,2884.27,5020.8,3952.75,4022.87,6534.88,3024.06,5844.59
bacA,6080.57,8887.45,3193.3,7814.04,8881.01,10325.61,6894.13,6536.85,6378.91,9276.1,8065.7,9640.63,9141.71,7302.01,8994.29,9497.63,6988.89,5165.09,4513.73,8932.09
baeR,5580.155,2775.625,1554.69,3751.2,3187.495,2767.065,3757.18,4545.595,4504.495,2734.145,2665.795,2538.935,3229.18,3793.505,3029.49,2820.31,3307.12,1965.92,4707.75,3232.42
baeS,3674.29,1062.69,2439.955,1915.585,1843.455,1473.49,1524.035,2417.655,3162.78,1238.775,1328.05,1293.8,1292.49,1884.09,1274.53,1288.48,1574.345,2651.695,3524.94,1640.4
bamA,4520.64,3390.33,2995.57,4190.93,3347.65,3557.51,4701.63,4535.79,4999.49,3485.75,2891.86,2952.43,3709.71,5883.79,3669.29,3381.23,6758.82,4125.07,4150.23,2984.22
bamB,3032.635,2921.34,3250.46,3222.13,3460.49,3179.705,4325.03,3288.04,3138.6,2801.765,3212.685,2886.79,3623.46,3160.945,3504.965,3140.09,3190.695,3930.185,2594.79,3313.835
bamC,3176.72,2192.09,4526.52,1933.16,1707.6,1214.88,2339.94,3285.41,2992.49,1289.62,1552.84,1608.5,2081.86,2756.61,1510.32,1542.87,2683.73,5044.73,2973.94,1250.91
bamD,3414.035,2790.07,3550.38,4081.86,3671.57,4078.65,3696.2,3899.365,3318.9,3702.825,2823.965,3497.57,3797.425,3243.095,4164.3,3351.815,3866.48,4128.72,3397.32,3540.115
bamE,3429.14,3085.67,1606.075,3425.575,3854.14,3664.74,3165.545,3300.07,3980.085,3696.44,3380.27,3311.055,2915.95,3089.125,3349.155,3443.705,3110.01,1856.28,3417.36,3962.955
barA,5267.22,5349.41,4341.04,5560.69,5216.84,5300.59,5535.37,5366.94,5811.46,5796.35,5094.75,5235.63,5526.6,4938.14,5337,5065.6,4918.02,4636.81,5009.05,5003.22
basR,6654.14,6638.9,4083.44,5691.54,4891.69,5729.62,4883.41,7800.06,7188.33,5415.89,4807.45,6093.31,4918.02,6893.65,5761.65,5374.7,5480.9,5495.58,6294.36,6179.85
basS,5161.06,5782.29,3640.43,4832.23,5391.06,4667.29,5833.09,5176.62,5599.66,4772.52,6403.16,5767.35,5172.09,4227.53,5019.94,5374.7,3931.05,4589.3,5129.03,4634.09
bax,2409.53,1724.7,5834.6,1789.09,1426.48,1029.77,2056.2,2581.41,2982.36,1376.46,1403.2,1812.82,1412.97,2214.53,1342.13,1156.07,2480.25,3850.82,3120.94,1691.86
bcp,5802.48,4508.43,3705.79,4975.85,4921.97,5008.01,4799.96,5091.24,5291.23,4031.47,4656.85,4763.06,4895.33,4520.82,5137.9,4692.13,4192.84,6440.83,4989.43,5014.82
bcr,5003.005,6981.815,5047.875,6708.56,8134.265,8299.765,6633.11,5786.21,5038.345,8121.705,9095.54,8449.565,8070.96,6282.055,7834.89,8916.21,6686.34,6471.095,5263.685,8028.61
bcsA,5196.23,6649.96,2974.54,5938.11,5433.33,6161.77,5477.53,5688.91,5483.43,6712.17,6922.78,7759.93,6510.48,5831.49,6479.94,6508,4473.85,5450.51,5551.54,6249.95
bcsB,5526.685,5268.215,3290.68,5088.005,4526.42,4364.97,5887.34,4108.235,5572.16,4774.375,5962.7,6770.49,5306.865,4348.32,4928.855,5050.62,5392.6,5486.415,5297.19,4907.82
bcsC,6348.005,6059.675,3606.96,5534.655,5197.665,5666.925,5655.91,5614.44,6763.56,5281.425,6611.6,6725.185,5549.31,5035.62,5867.905,6353.73,4126.86,5104.5,5407.205,5684.62
bcsE,3730.71,5146.77,3447.45,3142.5,4673.95,4263.45,4542.91,3296.2,3530.6,6005.53,5662.85,6004.52,5657.9,3642.75,5305.23,5313.88,4330.74,4681.51,4193.1,4491.98
bcsF,4709.44,6266.42,3278.98,6917.87,6148.84,5208.74,6148.84,6111.41,5943.09,6894.94,7001.31,7406.9,6974.95,7602.92,6665.44,6546.48,6524.94,9199.36,6404.65,5361
bcsG,4629.3,6730.11,4802.78,5723.49,6301.19,5862.83,5268.77,5008.23,5481.82,7247.86,7025.65,7303.15,6217.78,6163.96,6665.44,6546.48,5221.74,4365.89,5270.48,6898.66
bcsQ,4384.64,3760.59,2974.54,2875.06,3255.12,3147.52,3214.13,2691.11,4833.17,3796.51,4110.86,4540.59,3529.64,2682.08,3895.65,3963.73,2587.88,4200.57,3873.19,3475.99
bcsZ,3407.93,4332.6,4725.35,3391.1,3673.62,4296.09,3524.7,3549.76,3838.95,5008.01,4719.15,5496.76,4473.52,3793.91,4009.13,4738.55,2895.57,4506.38,3499.04,4478.01
bdm,4690.3,4190.44,3419.415,3993.685,4809.34,4059.705,4628.41,3579.925,3649.825,3811.605,4739.065,3845.98,3132.26,3670.46,3441.515,2722.925,3799.98,4037.14,5089.6,4710.835
beeE,4866.79,5879.215,3330.345,5621.495,6271.47,5914.785,6608.445,3921.59,4938.535,5432.575,6105.48,5193.105,5969.665,4744.43,6076.57,5936.63,4850.93,3678.245,4060.19,4736.555
betA,6305.49,6218.62,2902.27,5481.22,5560.69,4899.9,5845.24,5023.8,5921.39,5779.14,5694.37,6550.45,6492.25,5671.54,5095.4,6067.44,5301.92,4427.99,7280.56,6278.09
betB,5224.15,4525.3,4609.87,4344.77,3830.73,3363.69,4780.54,3812.77,4583.59,4210.82,4461.85,4470.21,4926.89,5845.74,4267.45,4522.61,3632.06,4833.33,5055.41,4249.33
betI,2708.13,1661.5,2640.34,1331.89,1093.65,1279.1,1348.15,2016.1,2601.79,1342.32,1503.62,1595.9,1230.25,2413.21,1071.19,1458.28,1340.5,2602.3,2833.16,1180.57
betT,6906.385,9054.52,1918.48,7005.935,6803.87,7375.615,7048.725,7052.63,6968.105,7170.99,7442.64,7696.54,6761.45,8014.57,7100.735,6798.99,6478.32,4788.84,7163.735,8170.775
bfd,1197.235,997.2,1602.855,1205.98,1742.53,2011.79,1104.42,1731.41,1409.185,1905.08,1603.76,1783.26,2115.26,1408.175,1409.63,2362.96,1222.795,1069.395,1409.65,1455.68
bfr,4459.525,4757.265,4177.38,7065.115,7082.53,5316.49,6289.64,6484.105,4650.075,5169.75,5079.48,5588.93,6032.71,8401.825,6639.475,5467.46,4928.195,2844.23,4626.63,5815.215
bglA,3530.185,4464.955,2135.295,3884.15,3577.725,4482.345,4571.115,3840.595,3409.505,4799.03,5011.325,4468.52,4836.495,3984.49,4592.65,4533.97,4264.665,3857.21,3584.845,4242.335
bglB,4943.33,7112.21,4910.23,6169,8428.87,7745.52,7310.84,6375.09,6220.01,8817.35,9639.88,8849.93,9477.16,6599.16,8319.39,8805.5,6101.64,6492.45,5115.85,8343.22
bglF,4667.9,8628.35,3670.66,6565.6,9078.66,9537.58,8350.87,8211.64,5121.76,9385.53,10133.13,9876.26,9500.1,7053.69,9194.69,9636.23,6180.58,5437.37,6210.33,8343.22
bglG,2950.19,2177.88,4850.37,2511.26,2388.41,1671.39,1996.03,3197.45,3589.5,1871.8,2307.03,2190.54,1778.53,3124.53,2040.49,1600.8,2852.04,3529.23,4229.33,1981.37
bglH,3940.92,3496.78,5096.47,4211.785,3522.885,4244.225,4255.715,4655.9,3717.83,4565.7,4580.89,4167.38,4537.42,4397.245,4124.9,4109.705,3651.95,3939.37,5090.41,3822.665
bglJ,7327.8,6646.665,3054.1,7562.025,7487.55,6421.045,8013.36,6769.71,6711.745,7757.305,7280.5,8672.83,8179.765,6766.625,7555.97,8677.615,7480.865,6884.735,7873.61,7160.545
bglX,4723.785,5746.24,3653.615,5154.925,6045.435,6185.515,5516.79,5646.365,4649.15,5162.445,5774.965,5978.595,5619.91,5640.065,6119.475,5608.045,4548.525,4499.395,4209,6083.515
bhsA,1978.525,2082.565,4644.745,2544.61,3311.045,3641.935,2802.35,1997.975,1654.06,3558.79,3514.845,3392.765,2853.065,2601.245,3283.04,3150.2,2702.095,2936.1,2352.985,3326.395
bioA,4467.865,6062.005,4259.045,5690.61,5540.57,5191.135,6038.78,4781.965,4831.66,5180,5067.82,5990.975,5209.92,5051.67,6100.065,5417.145,4840.88,4398.715,4585.875,4845.16
bioB,5172.735,7071.615,6295.73,6046.06,6621.1,6129.375,7757.625,5333.055,5089.495,6179.69,6480.79,7454.575,6919.515,5628.11,7231.875,7168.945,5165.94,7459.445,4848.73,5938.315
